"item1","item2","correlation","topic","k"
"firm","yuko",0.140122516873422,9,11
"firm","share",0.117056022478898,9,11
"share","firm",0.117056022478898,9,11
"compani","share",0.111311482061787,9,11
"share","compani",0.111311482061787,9,11
"bid","deal",0.107392586994995,9,11
"deal","bid",0.107392586994995,9,11
"yuko","bid",0.106595084899556,9,11
"bid","yuko",0.106595084899556,9,11
"yuko","bank",0.0952267609009188,9,11
"bank","yuko",0.0952267609009188,9,11
"execut","share",0.0762503808321944,9,11
"share","execut",0.0762503808321944,9,11
"yuko","deal",0.0650663973066097,9,11
"deal","yuko",0.0650663973066097,9,11
"bid","share",0.0649681087260457,9,11
"share","bid",0.0649681087260457,9,11
"offer","deal",0.0589134829741996,9,11
"deal","offer",0.0589134829741996,9,11
"offer","bid",0.0562891612228137,9,11
"bid","offer",0.0562891612228137,9,11
"execut","compani",0.0506758871888068,9,11
"compani","execut",0.0506758871888068,9,11
"bid","execut",0.0493319420312471,9,11
"execut","bid",0.0493319420312471,9,11
"execut","firm",0.0284304157183611,9,11
"firm","execut",0.0284304157183611,9,11
"offer","share",0.0177183450520003,9,11
"share","offer",0.0177183450520003,9,11
"share","bank",0.0174540930337701,9,11
"bank","share",0.0174540930337701,9,11
"bid","bank",0.0158631006982522,9,11
"bank","bid",0.0158631006982522,9,11
"offer","firm",0.00888320824384148,9,11
"firm","offer",0.00888320824384148,9,11
"bid","firm",0.00883281936267704,9,11
"firm","bid",0.00883281936267704,9,11
"deal","share",0.00766910836768228,9,11
"share","deal",0.00766910836768228,9,11
"deal","execut",-0.000246916712391758,9,11
"execut","deal",-0.000246916712391758,9,11
"deal","firm",-0.00936861498025725,9,11
"firm","deal",-0.00936861498025725,9,11
"court","bid",-0.0147049226446418,9,11
"bid","court",-0.0147049226446418,9,11
"yuko","share",-0.0168155892358363,9,11
"share","yuko",-0.0168155892358363,9,11
"yuko","execut",-0.0208062807128439,9,11
"execut","yuko",-0.0208062807128439,9,11
"offer","compani",-0.0240368210626888,9,11
"compani","offer",-0.0240368210626888,9,11
"bid","compani",-0.025026839798944,9,11
"compani","bid",-0.025026839798944,9,11
"court","compani",-0.0284205585462571,9,11
"compani","court",-0.0284205585462571,9,11
"yuko","offer",-0.0296514065761437,9,11
"offer","yuko",-0.0296514065761437,9,11
"firm","bank",-0.0341357385686544,9,11
"bank","firm",-0.0341357385686544,9,11
"court","deal",-0.0354417715602175,9,11
"deal","court",-0.0354417715602175,9,11
"deal","bank",-0.0371299899580919,9,11
"bank","deal",-0.0371299899580919,9,11
"deal","compani",-0.0424042604205514,9,11
"compani","deal",-0.0424042604205514,9,11
"execut","bank",-0.0451555250484181,9,11
"bank","execut",-0.0451555250484181,9,11
"offer","execut",-0.051642026007892,9,11
"execut","offer",-0.051642026007892,9,11
"court","execut",-0.0527204425406808,9,11
"execut","court",-0.0527204425406808,9,11
"offer","bank",-0.0609249821602275,9,11
"bank","offer",-0.0609249821602275,9,11
"compani","bank",-0.0639370504355137,9,11
"bank","compani",-0.0639370504355137,9,11
"court","firm",-0.0712472729108301,9,11
"firm","court",-0.0712472729108301,9,11
"court","bank",-0.079637340299114,9,11
"bank","court",-0.079637340299114,9,11
"court","share",-0.10331647466,9,11
"share","court",-0.10331647466,9,11
"court","offer",-0.104705618585121,9,11
"offer","court",-0.104705618585121,9,11
"tori","labour",0.558506269325033,10,11
"labour","tori",0.558506269325033,10,11
"labour","elect",0.557878428580704,10,11
"elect","labour",0.557878428580704,10,11
"labour","parti",0.513826100547265,10,11
"parti","labour",0.513826100547265,10,11
"tori","howard",0.512930718259608,10,11
"howard","tori",0.512930718259608,10,11
"parti","elect",0.485315642864751,10,11
"elect","parti",0.485315642864751,10,11
"tori","parti",0.472117361099831,10,11
"parti","tori",0.472117361099831,10,11
"tori","elect",0.468112473597395,10,11
"elect","tori",0.468112473597395,10,11
"labour","blair",0.449570139888753,10,11
"blair","labour",0.449570139888753,10,11
"tori","blair",0.421515369409467,10,11
"blair","tori",0.421515369409467,10,11
"elect","blair",0.418491090290265,10,11
"blair","elect",0.418491090290265,10,11
"howard","labour",0.382345556760083,10,11
"labour","howard",0.382345556760083,10,11
"howard","blair",0.365269832451101,10,11
"blair","howard",0.365269832451101,10,11
"howard","elect",0.30742699338672,10,11
"elect","howard",0.30742699338672,10,11
"howard","parti",0.304256828079586,10,11
"parti","howard",0.304256828079586,10,11
"parti","blair",0.294848537723444,10,11
"blair","parti",0.294848537723444,10,11
"tori","govern",0.278296344039059,10,11
"govern","tori",0.278296344039059,10,11
"labour","govern",0.251838738562357,10,11
"govern","labour",0.251838738562357,10,11
"blair","govern",0.227715203987496,10,11
"govern","blair",0.227715203987496,10,11
"elect","govern",0.222993280004278,10,11
"govern","elect",0.222993280004278,10,11
"tori","plan",0.189222952835515,10,11
"plan","tori",0.189222952835515,10,11
"parti","govern",0.183446129943601,10,11
"govern","parti",0.183446129943601,10,11
"lord","labour",0.160549498758537,10,11
"labour","lord",0.160549498758537,10,11
"lord","blair",0.147863472657315,10,11
"blair","lord",0.147863472657315,10,11
"blair","plan",0.135398475973799,10,11
"plan","blair",0.135398475973799,10,11
"howard","govern",0.114661518326252,10,11
"govern","howard",0.114661518326252,10,11
"elect","plan",0.108728649204988,10,11
"plan","elect",0.108728649204988,10,11
"tori","lord",0.103894074934827,10,11
"lord","tori",0.103894074934827,10,11
"plan","govern",0.0949691934681258,10,11
"govern","plan",0.0949691934681258,10,11
"labour","plan",0.0933071332007339,10,11
"plan","labour",0.0933071332007339,10,11
"lord","parti",0.0923950385989715,10,11
"parti","lord",0.0923950385989715,10,11
"lord","govern",0.0873608567206461,10,11
"govern","lord",0.0873608567206461,10,11
"howard","lord",0.0799959315498147,10,11
"lord","howard",0.0799959315498147,10,11
"lord","elect",0.0715433780381161,10,11
"elect","lord",0.0715433780381161,10,11
"parti","plan",0.0690929419421589,10,11
"plan","parti",0.0690929419421589,10,11
"howard","plan",0.0577137790163315,10,11
"plan","howard",0.0577137790163315,10,11
"tori","peopl",0.0210798583737467,10,11
"peopl","tori",0.0210798583737467,10,11
"parti","peopl",0.00680055081976631,10,11
"peopl","parti",0.00680055081976631,10,11
"elect","peopl",-0.00589383579844613,10,11
"peopl","elect",-0.00589383579844613,10,11
"labour","peopl",-0.0115612242933514,10,11
"peopl","labour",-0.0115612242933514,10,11
"lord","plan",-0.0159199588211452,10,11
"plan","lord",-0.0159199588211452,10,11
"blair","peopl",-0.0330663445561319,10,11
"peopl","blair",-0.0330663445561319,10,11
"howard","peopl",-0.0366646978250818,10,11
"peopl","howard",-0.0366646978250818,10,11
"lord","peopl",-0.0475284405453221,10,11
"peopl","lord",-0.0475284405453221,10,11
"peopl","govern",-0.158855102066304,10,11
"govern","peopl",-0.158855102066304,10,11
"plan","peopl",-0.190310979916363,10,11
"peopl","plan",-0.190310979916363,10,11
"wale","england",0.495948634002155,11,11
"england","wale",0.495948634002155,11,11
"game","player",0.366604763751528,11,11
"player","game",0.366604763751528,11,11
"game","play",0.307879466799347,11,11
"play","game",0.307879466799347,11,11
"player","play",0.302823654247334,11,11
"play","player",0.302823654247334,11,11
"game","team",0.248504825173142,11,11
"team","game",0.248504825173142,11,11
"club","player",0.216293500070354,11,11
"player","club",0.216293500070354,11,11
"player","team",0.207919455485444,11,11
"team","player",0.207919455485444,11,11
"win","game",0.174508865479794,11,11
"game","win",0.174508865479794,11,11
"club","team",0.168673691884497,11,11
"team","club",0.168673691884497,11,11
"win","play",0.160048219956906,11,11
"play","win",0.160048219956906,11,11
"england","team",0.150460573934075,11,11
"team","england",0.150460573934075,11,11
"wale","team",0.146387336453019,11,11
"team","wale",0.146387336453019,11,11
"win","team",0.143128611831984,11,11
"team","win",0.143128611831984,11,11
"england","club",0.138132778000637,11,11
"club","england",0.138132778000637,11,11
"play","team",0.137956176230649,11,11
"team","play",0.137956176230649,11,11
"wale","half",0.135766745768007,11,11
"half","wale",0.135766745768007,11,11
"england","half",0.134517166363257,11,11
"half","england",0.134517166363257,11,11
"game","half",0.127869997581593,11,11
"half","game",0.127869997581593,11,11
"win","player",0.122999676088889,11,11
"player","win",0.122999676088889,11,11
"england","player",0.118059177754862,11,11
"player","england",0.118059177754862,11,11
"club","play",0.116942514951229,11,11
"play","club",0.116942514951229,11,11
"club","game",0.10560058542657,11,11
"game","club",0.10560058542657,11,11
"england","game",0.103627697380494,11,11
"game","england",0.103627697380494,11,11
"wale","game",0.0940729583377476,11,11
"game","wale",0.0940729583377476,11,11
"win","wale",0.0873476480850455,11,11
"wale","win",0.0873476480850455,11,11
"wale","player",0.0812497798863783,11,11
"player","wale",0.0812497798863783,11,11
"england","play",0.0789806476307393,11,11
"play","england",0.0789806476307393,11,11
"player","half",0.0555584395919769,11,11
"half","player",0.0555584395919769,11,11
"win","england",0.0546784715390525,11,11
"england","win",0.0546784715390525,11,11
"win","half",0.044122042701547,11,11
"half","win",0.044122042701547,11,11
"team","half",0.0391570694314605,11,11
"half","team",0.0391570694314605,11,11
"wale","play",0.0375581027699388,11,11
"play","wale",0.0375581027699388,11,11
"play","half",0.0221394208607085,11,11
"half","play",0.0221394208607085,11,11
"wale","club",0.0108557292068128,11,11
"club","wale",0.0108557292068128,11,11
"club","half",0.00530365745842763,11,11
"half","club",0.00530365745842763,11,11
"game","time",-0.0283027625991738,11,11
"time","game",-0.0283027625991738,11,11
"time","half",-0.0303070882201462,11,11
"half","time",-0.0303070882201462,11,11
"win","club",-0.0304074396132147,11,11
"club","win",-0.0304074396132147,11,11
"wale","time",-0.045051152562422,11,11
"time","wale",-0.045051152562422,11,11
"team","time",-0.047393544587141,11,11
"time","team",-0.047393544587141,11,11
"club","time",-0.0480898111986084,11,11
"time","club",-0.0480898111986084,11,11
"player","time",-0.0607635799506679,11,11
"time","player",-0.0607635799506679,11,11
"win","time",-0.0613307225958186,11,11
"time","win",-0.0613307225958186,11,11
"england","time",-0.0775642720152048,11,11
"time","england",-0.0775642720152048,11,11
"play","time",-0.132868858957889,11,11
"time","play",-0.132868858957889,11,11
